営業日,曜日,曜日区分,企業コード,企業名,営業部コード,営業部名,業態コード,業態名,店舗コード,店舗名,税込/税抜,メニュー大分類コード,メニュー大分類名称,メニュー中分類コード,メニュー中分類名称,メニューコード,メニュー名,売価,予定原価,営業日別販売数
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8192,＊もちチーズ玉      ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8223,＊豚いか広島焼      ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8246,＊キャベツ一杯焼そば,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8280,＊生ビール+         ,300,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8281,＊ハイボール+       ,300,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,8382,＊豚チーズふわとろ焼,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9527,プロモ)生中         ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9545,プロモ)エール       ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9551,プロモ)玉露入りお茶 ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9552,プロモ)特製ソーダ   ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9562,プロモ)千房特製サワ ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9564,プロモ)柚子蜂蜜サワ ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9567,プロモ)チー坊ソーダ ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,19,セレクトメニュー,9568,プロモ)チー坊ウォー ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,22,その他,9002,プロモＢＤ特典      ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,22,その他,9015,とんぺい無料券      ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,22,その他,9022,プロモ)豚玉500      ,500,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,068   ,舞 イクスピアリ店,税込,05,その他,22,その他,9024,プロモ)ねぎかけ無料 ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0502,千房焼(大盛)        ,2300,458.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0506,もちチーズ玉        ,1500,190.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0507,ミックスねぎ焼      ,1880,366.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0508,道頓堀焼(大盛)      ,2042,323.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0508,道頓堀焼(大盛)      ,2080,323.00,6.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0510,ミックス広島焼      ,1880,270.00,5.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0511,ミックスもだん焼    ,1880,262.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0519,ミックスふわとろ焼  ,1718,266.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0519,ミックスふわとろ焼  ,1750,266.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0520,明太チーズふわとろ焼,1900,439.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,0610,ﾚｷﾞｭﾗｰ道頓堀焼      ,1880,282.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,1310,No5Ｍ広島焼 ねぎ玉  ,2280,343.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,1341,No7千房焼(のせ無)   ,2300,458.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,01,特選お好み焼,1397,野菜玉              ,2680,476.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,02,特選焼そば,0525,いか焼そば          ,1158,201.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,02,特選焼そば,0526,ミックス焼そば      ,1551,221.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,02,特選焼そば,0526,ミックス焼そば      ,1580,221.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,02,特選焼そば,0529,海鮮焼そば          ,1750,264.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,02,特選焼そば,0736,青とうがらし塩焼そば,1930,296.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,03,一品,0580,ごはん              ,250,32.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,04,サラダ,0575,千房サラダ          ,980,330.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,04,サラダ,0721,お好みポテトサラダ  ,450,81.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0558,厚切り牛タンステーキ,1980,714.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0560,とんぺい焼          ,750,134.00,5.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0561,チーズとんぺい焼    ,850,159.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0564,パリパリ鉄板餃子    ,720,109.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0565,ゲソ鉄板焼          ,750,202.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0568,砂ずり鉄板焼        ,650,185.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,0742,スペシャル海鮮盛り  ,3280,813.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,1378,リブロース150g      ,5980,937.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,07,鉄板焼,1379,リブロース300g      ,9980,1854.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0535,お好み焼ベース      ,800,67.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0543,お好み焼大盛        ,300,38.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0548,豚肉                ,380,57.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0551,もち                ,373,85.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0552,チーズ              ,400,85.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,0555,すじコン            ,500,87.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,1113,L玉子のせ           ,100,29.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,08,お好み焼・焼そば,1114,Lチーズ             ,350,48.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,09,デザート,0581,アイスクリーム      ,400,66.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,09,デザート,0747,三色みたらし団子    ,580,161.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,18,セットコース,0001,とくとくペアセット  ,5200,661.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,18,セットコース,0019,お好み焼ランチ      ,1400,280.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,18,セットコース,0021,広島焼ランチ        ,1400,342.00,5.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,18,セットコース,0129,ふわとろ焼ランチ    ,1500,350.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,39,デリバリー料理,3102,D国産米粉のお好み焼 ,1850,343.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,39,デリバリー料理,3114,D豚焼そば           ,1180,184.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,39,デリバリー料理,3116,D海鮮焼そば         ,1750,264.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,39,デリバリー料理,3120,Dキャベツ一杯焼そば ,1450,199.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,01,料理,39,デリバリー料理,3123,Dミックスねぎ焼     ,1880,365.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2001,コーラ              ,400,30.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2002,ジンジャーエール    ,400,38.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2008,ウーロン茶          ,400,36.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2009,玉露入りお茶        ,400,29.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2013,千房特製ソーダ      ,480,38.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2125,チー坊ソーダ        ,450,44.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2126,チー坊ウォーター    ,450,44.00,0.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,10,ソフトドリンク,2177,コーン茶            ,400,29.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,11,ドリンク,2014,生ビール 中         ,680,223.00,12.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,11,ドリンク,2016,サッポロプレミアム  ,580,145.00,0.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,11,ドリンク,2214,翠ジンレモンソーダ  ,550,75.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,12,サワー,2030,柚子蜂蜜サワー      ,580,170.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,02,飲料,17,ワイン,2035,グラスワイン白      ,600,82.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,6064,＊千房サラダ        ,0,0.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,6065,＊とんぺい焼        ,0,0.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,6066,＊道頓堀焼          ,0,0.00,3.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,6076,＊サラダ            ,0,0.00,12.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,7001,＊醤油味            ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,7002,＊ソース味          ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8084,＊全部かけ          ,0,0.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8093,＊かつおなし        ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8100,＊グラス            ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8127,＊ミックス広島焼    ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8136,＊ウーロン茶        ,0,16.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8137,＊オレンジジュース  ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8139,＊コーラ            ,0,29.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8140,＊ジンジャーエール  ,0,29.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8147,＊海鮮焼そば        ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8160,＊ねぎかけ塩焼そば  ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8218,＊玉露入りお茶      ,0,36.00,4.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,8280,＊生ビール+         ,250,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,9527,プロモ)生中         ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,9541,プロモ)プレミアムフ ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,9546,プロモ)オレンジ     ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,19,セレクトメニュー,9568,プロモ)チー坊ウォー ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,22,その他,9022,プロモ)豚玉500      ,500,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000003,第3エリア,0001,千房直営,069   ,有明ガーデン支店,税込,05,その他,22,その他,9202,デザート無料        ,0,0.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0503,豚玉                ,1080,155.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0506,もちチーズ玉        ,1430,189.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0508,道頓堀焼(大盛)      ,1880,313.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0509,ミックス焼          ,1500,189.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0515,豚広島焼            ,1480,222.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0519,ミックスふわとろ焼  ,1650,261.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0520,明太マヨチふわとろ焼,1650,283.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0521,海鮮焼              ,1600,237.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,01,特選お好み焼,0610,(ﾚｷﾞｭﾗｰ)道頓堀焼    ,1680,272.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,02,特選焼そば,0524,豚焼そば            ,1080,173.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,02,特選焼そば,0526,ミックス焼そば      ,1500,207.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,02,特選焼そば,0527,ねぎかけ塩焼そば    ,1400,243.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,02,特選焼そば,0601,ミックス焼そば大盛  ,1800,258.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,03,一品,0580,ごはん              ,200,32.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,04,サラダ,0578,ミニ千房サラダ      ,550,98.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,04,サラダ,0720,明太マヨごぼうサラダ,350,50.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,04,サラダ,0721,お好みポテトサラダ  ,380,81.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,07,鉄板焼,0560,とんぺい焼          ,680,118.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,07,鉄板焼,0565,ゲソ鉄板焼          ,680,201.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,07,鉄板焼,0571,ホルモン鉄板焼      ,1200,402.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,08,お好み焼・焼そば,0544,焼そば大盛          ,300,51.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,08,お好み焼・焼そば,1111,L大盛               ,150,26.00,4.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,08,お好み焼・焼そば,1113,Lたまごのせ         ,100,26.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,18,セットコース,0019,お好み焼ランチ      ,1280,221.00,13.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,18,セットコース,0020,焼そばランチ        ,1280,234.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,18,セットコース,0034,ペアランチ          ,3200,637.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,01,料理,18,セットコース,0285,豚広島焼ランチ      ,1580,221.00,5.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,02,飲料,10,ソフトドリンク,2002,ジンジャーエール    ,350,37.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,02,飲料,10,ソフトドリンク,2005,アップルジュース    ,350,39.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,02,飲料,11,ドリンク,2015,サッポロ赤星 中瓶   ,650,253.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,02,飲料,11,ドリンク,2016,サッポロプレミアム  ,550,145.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,02,飲料,11,ドリンク,2018,ハイボール          ,480,38.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,6092,＊豚焼そば          ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,6144,＊豚いか焼そば      ,0,0.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,6145,＊ミックス焼        ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,6152,＊ミニサラダ×2     ,0,0.00,2.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,7048,＊コーラ            ,0,29.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,7049,＊ジンジャーエール  ,0,29.00,3.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,7050,＊オレンジジュース  ,0,37.00,1.0
2026/05/11,月,平,0001,千房㈱,000002,第2エリア,0001,千房直営,071   ,イオンモール各務原インター支店,税込,05,その他,19,セレクトメニュー,7055,＊ウーロン茶        ,0,16.00,1.0
